name,f_pct,raw,smiles
Ciclesonide,1.0,ciclesonide and des-ciclesonide have negligible oral bioavailability (both less than 1%) due to low gastrointestinal abs,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
Diamorphine,35.0,"bioavailability is less than 35% when orally administered [a173668]. in particular, some studies have determined that th",CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
Dihydrocodeine,20.0,bioavailability is low (approximately 20%) if administered orally. this may be due to poor gastrointestinal absorption. ,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
Bromazepam,84.0,bioavailability is 84% following oral administration. the time to peak plasma level is 1 - 4 hours. bromazepam is genera,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
Oxprenolol,70.0,oral bioavailability is 20-70%.,C=CCOc1ccccc1OCC(O)CNC(C)C
Solifenacin,88.0,"solifenacin is well absorbed in the duodenum, jejunum, and ileum but not the stomach.[a181247] absorption occurs via pas",O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
Nitrazepam,94.0,bioavailability is 53-94% following oral administration.,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
Imipenem,89.0,imipenem is not effectively absorbed from the gastrointestinal tract and therefore must be administered parenterally. th,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@H]12
Tiaprofenic acid,90.0,bioavailability is 90% following oral administration.,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
Lopinavir,25.0,"when administered alone, lopinavir has exceptionally low oral bioavailability (~25%) - for this reason, it is exclusivel",Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
Deferasirox,70.0,the absolute bioavailability (auc) of deferasirox tablets for oral suspension is 70% compared to an intravenous dose.,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
Etoricoxib,100.0,bioavailability is 100% following oral administration.,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
Roflumilast,80.0,"after a 500mcg dose, the bioavailability of roflumilast is about 80%.[l37564] in the fasted state, maximum plasma concen",O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
Topiroxostat,69.6,the time to reach peak plasma concentration of 229.9 ng/ml was 0.67 hour following a single oral dose of 20mg topiroxost,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1
Stanolone,2.0,bioavailability is very low (0-2%) following oral administration.,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
Tiratricol,6.0,the absorption of tiratricol following oral dosing is rapid with a median t<sub>max</sub> of 0.5 hours following the dos,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
Metamizole,85.0,metamizole is hydrolyzed to 4-methyl-amino-antipyrine (maa) in gastric juice and is mostly absorbed in this form. maa bi,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C
Maraviroc,23.0,the absolute oral bioavailability of a 100 mg dose is 23% and is predicted to be 33% at 300 mg. coadministration of a 30,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
Dronedarone,4.0,dronedarone is well absorbed after oral administration (>70%).[a34604] it displays low systemic bioavailability due to e,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
Dexloxiglumide,48.0,rapidly and extensively absorbed after single oral administration in humans with an absolute bioavailability of 48%. the,CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
Nebivolol,96.0,the absorption of nebivolol is not affected by food.[l7985] nebivolol has a t<sub>max</sub> of 1.5-4 hours.[l7985] bioav,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
Vildagliptin,85.0,"in a fasting state, vildagliptin is rapidly absorbed following oral administration. peak plasma concentrations are obser",N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2
Cilansetron,80.0,rapidly absorbed orally with a bioavailability of greater than 80% in rats.,Cc1nccn1C[C@H]1CCc2c(c3cccc4c3n2CCC4)C1=O
Brecanavir,30.0,"brecanavir, a cyp3a4 substrate, demonstrated low oral bioavailability in animals (0 to 30%), which increased to 60 to 10",Cc1nc(COc2ccc(C[C@H](NC(=O)O[C@H]3CO[C@H]4OCC[C@H]43)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc4c(c3)OCO4)cc2)cs1
Milnacipran,90.0,racemic milnacipram demonstrates an absolute bioavailability of about 85-90% following oral administration [f3925]. maxi,CCN(CC)C(=O)C1(c2ccccc2)CC1CN
Ximelagatran,20.0,rapidly absorbed by the small intestine with an oral bioavailability of 20%.,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1
Ceftobiprole,100.0,"because ceftobiprole medocaril is administered intravenously, its bioavailability is 100%.[l50472] the mean c<sub>max</s",Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1
Iloperidone,36.0,iloperidone is well-absorbed following oral administration.[l50527] oral bioavailability is approximately 36% in humans.,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
Ezogabine,60.0,"rapidly absorbed and distributed, with an absolute oral bioavailability of 60%. pharmacokinetics of ezogabine suggest fi",CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
Lesopitron,10.0,"rapidly absorbed in patients, having a time to maximum concentration (tmax) ranging from 0.5 to 1 hour. the absolute bio",Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1
Pracinostat,34.0,oral bioavailability in mice is 34%.,CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC
Beraprost,70.0,oral bioavailability is 50–70%.,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O
Cobimetinib,46.0,"following oral dosing of 60 mg once daily in cancer patients, the median time to achieve peak plasma levels (t<sub>max</",O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1
Rotigotine,46.0,bioavailability varies depending on the application site. differences in bioavailability were very small between the abd,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
Apremilast,73.0,an oral dose of apremilast is well-absorbed and the absolute bioavailability is approximately 73%. tmax is approximately,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
GTS-21,23.0,"rapidly and extensively absorbed after oral administration.  in rat, gts-21 showed linear pharmacokinetics over doses ra",COc1ccc(/C=C2\CCCN=C2c2cccnc2)c(OC)c1
Seletracetam,90.0,"seletracetam is rapidly absorbed following oral administration, reaching the cmax within 1 hour and displaying oral bioa",CC[C@@H](C(N)=O)N1C[C@H](C=C(F)F)CC1=O
Spiramycin,39.0,"the extent of absorption of spiramycin was shown to be incomplete. oral bioavailability ranges from 30-39%. 
spiramycin",CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O
Pizotifen,78.0,the absorption half-life of pizotifen following oral administration is 0.5 to 0.8 hours in an adult male with nearly com,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
Rufinamide,70.0,the oral suspension and tablet are bioequivalent on a mg per mg basis. rufinamide is well absorbed but the rate is slow ,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
Lasofoxifene,62.0,peak plasma concentrations (cmax) were reached in about 6.0 to 7.3 hours [a19181]. displays higher oral bioavailability ,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
Alogliptin,100.0,the pharmacokinetics of nesina was also shown to be similar in healthy subjects and in patients with type 2 diabetes. wh,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O
Silodosin,32.0,the absolute bioavailability is approximately 32%. following oral administration of silodosin 8 mg once daily in healthy,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
Asenapine,35.0,"cmax, single 5 mg dose = 4 ng/ml (within 1 hour);
bioavailability, sublingual administration = 35%; 
bioavailability, ",CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
Lacosamide,100.0,lacosamide is completely absorbed after oral administration with negligible first-pass effect. it has a high absolute bi,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
Rivaroxaban,80.0,"following oral administration, rivaroxaban is rapidly absorbed and reaches peak plasma concentration in 2-4 hours. bioav",O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
Nalmefene,41.0,nalmefene is rapidly absorbed after a single oral administration of 18.06 mg with an absolute oral bioavailability of 41,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
Hexaminolevulinate,5.0,absolute bioavailability 7% (90% confidence interval [ci]: 5%-10%),CCCCCCOC(=O)CCC(=O)CN
Droxidopa,90.0,oral bioavailability is 90%.,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1
Alvimopan,7.0,alvimopan's high affinity for the peripheral mu-receptor leads to slower absorption dependent on dissociation from the r,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1
Amisulpride,48.0,"following oral administration, amisulpride is rapidly absorbed with absolute bioavailability of 48%.[a6751] amisulpride ",CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
Elacestrant,10.0,"with the recommended dosage of 345 mg once daily, elacestrant has a steady-state c<sub>max</sub> of 119 ng/ml and an auc",CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1
Bazedoxifene,6.0,bazedoxifene is rapidly absorbed with a tmax of approximately 2 hours and exhibits a linear increase in plasma concentra,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
Prucalopride,90.0,prucalopride is well absorbed and it reaches maximum plasma concentration of 3.79ng/ml with a tmax of 2.77 hours after i,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
Pazopanib,21.0,"absorption of pazopanib in cancer patients is slow and incomplete. in patients with solid tumour, over a dose range of 5",Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
Agomelatine,5.0,bioavailability is less than 5%.,COc1ccc2cccc(CCNC(C)=O)c2c1
Bosutinib,34.0,bosutinib exhibits dose-proportional increases in c<sub>max</sub> and auc over the oral dose range of 200 to 800 mg (0.3,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
Flupirtine,90.0,"bioavailability: 90% (oral), 70% (rectal)",CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N
Safinamide,95.0,"rapid with peak plasma concentrations ranging from 2 to 4 h, total bioavailability is 95%. food prolonged the rate and d",C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
Odanacatib,49.0,tmax of 2-6h [a19389]. the absolute bioavailabilities observed with 30mg and 50 mg doses are 70% and 30% respectively. w,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1
Vilazodone,72.0,"vilazodone's bioavailability is 72% when taken with food[label,a38477].",N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
Dabigatran etexilate,37.0,"oral dabigatran has a bioavailability of 3-7%, although the relative bioavailability of dabigatran pellets is 37% higher",CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1
Desvenlafaxine,80.0,the absolute oral bioavailability of desvenlafaxine after oral administration is about 80%.[l47936] the time to reach ma,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
Dexmethylphenidate,23.0,taking dexmethylphenidate with or without food does not affect patients in a clinically relevant way[a177187]. 90% of an,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1
Fesoterodine,52.0,"tmax (5-hmt): 5 hours post-adminitration of fesoterodine. 
auc (0,∞)= 49.5 ng·h/ ml  
bioavailability, 5-hmt = 52%",CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1
Ganirelix,91.0,ganirelix is rapidly absorbed following subcutaneous administration with a mean absolute bioavailability of approximatel,CCNC(=NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O)NCC
Triethylenetetramine,6.0,teta is poorly absorbed from the gastrointestinal tract with an oral bioavailability ranging from 6% to 18%.[a18803] tet,NCCNCCNCCN
Diloxanide,90.0,"bioavailability is 90% (in diloxanide parental form), however diloxanide furoate is slowly absorbed from the gastrointes",CN(C(=O)C(Cl)Cl)c1ccc(O)cc1
Triflusal,83.0,absorbed in the small intestine with a bioavailability range from 83% to 100%. there is no significant difference betwee,CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O
Lurasidone,19.0,"lurasidone is readily absorbed and quickly reaches maximal concentrations (cmax) within 1-4 hours. when taken with food,",O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
Lomitapide,7.0,"in healthy patients, time to maximum lomitapide concentration is about 6 hours with a single dose of 60 mg. lomitapide h",O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
Vismodegib,31.8,"vismodegib appears to have a nonlinear pharmacokinetic profile following daily oral dosing, and steady state is achieved",CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
Pitavastatin,51.0,pitavastatin peak plasma concentrations are achieved about 1 hour after oral administration. both c<sub>max</sub> and au,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
Crizotinib,43.0,"in patients with pancreatic, colorectal, sarcoma, anaplastic large-cell lymphoma and non-small cell lung cancer (nsclc) ",C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
Fingolimod,93.0,"fingolimod is slowly but efficiently absorbed in the gastrointestinal tract. auc varies greatly, depending on the patien",CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
Ruxolitinib,95.0,"following oral administration, ruxolitinib undergoes rapid absorption [a229753] and the peak concentrations are reached ",N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
Linagliptin,30.0,oral bioavailability of linagliptin is 30%[a37050].,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
Arbaclofen Placarbil,6.0,"unlike baclofen, absorption of r-baclofen(arbaclofen) is not limited to the upper small intestine. the ability of arbacl",CC(C)C(=O)O[C@@H](OC(=O)NC[C@H](CC(=O)O)c1ccc(Cl)cc1)C(C)C
Mirabegron,29.0,the absolute bioavailability of orally administered mirabegron ranges from 29% at a dose of 25 mg to 35% at a dose of 50,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
Regorafenib,69.0,"cmax = 2.5 μg/ml;
tmax = 4 hours; 
auc = 70.4 μg*h/ml; 
cmax, steady-state = 3.9 μg/ml;
auc, steady-state = 58.3 μg*",CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
Aclidinium,6.0,"bioavailability, healthy subjects = 6%;
t max, healthy subjects = 10 minutes;
time to steady state, healthy subjects =",O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
Fluticasone furoate,1.3,fluticasone furoate plasma levels may not predict therapeutic effect. peak plasma concentrations are reached within 0.5 ,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
Canagliflozin,65.0,"**bioavailability and steady-state**

the absolute oral bioavailability of canagliflozin, on average, is approximately",Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
Trametinib,72.0,"following oral administration, trametinib is rapidly and readily absorbed.[a258323] the absorption was examined in patie",CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
Dabrafenib,95.0,"after oral administration, the median time to achieve peak plasma concentration (tmax) is 2 hours.[l41955] mean absolute",CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
Radium Ra 223 dichloride,100.0,"since radium ra 223 dichloride is administered i.v., the bioavailability should be 100%.",[223Ra+2].[Cl-].[Cl-]
Afatinib,92.0,"following oral administration, time to peak plasma concentration (tmax) is 2 to 5 hours [fda label]. maximum concentrati",CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
Riociguat,94.0,the pharmacokinetics of riociguant are dose proportional from 0.5 mg to 2.5 mg. the absolute bioavailability is approxim,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N
Azosemide,20.4,peak plasma concentrations are achieved in 3-4 hours when azosemide is administered to healthy humans in a fasting state,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl
Vorapaxar,100.0,"after oral administration, vorapaxar is rapidly absorbed and peak concentrations occur at a median tmax of 1 hour under ",CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1
Miltefosine,82.0,"after oral administration, miltefosine is slowly absorbed from the gastrointestinal tract with an absolute bioavailabili",CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
Suvorexant,82.0,peak concentrations occur at a median tmax of 2 hours under fasted conditions. ingestion of suvorexant with a high-fat m,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1
Eliglustat,5.0,eliglustat administered in multiple doses of 84 mg twice daily had a c<sub>max</sub> of 12.1 to 25.0 ng/ml in cyp2d6 ext,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2
Tedizolid phosphate,91.0,tedizolid reaches peak plasma concentrations within three hours for oral administration and within one hour following in,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1
Vortioxetine,75.0,the maximal plasma vortioxetine concentration (cmax) after dosing is reached within 7 to 11 hours postdose. absolute bio,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
Sodium oxybate,88.0,"following oral administration of sodium oxybate, ghb is released and rapidly absorbed with an absolute bioavailability o",O=C([O-])CCCO.[Na+]
Palbociclib,46.0,palbociclib presents a linear pharmacokinetic profile and its peak plasma concentration was observed 6-12 hours after or,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
Edoxaban,62.0,"following oral administration, peak plasma edoxaban concentrations are observed within 1-2 hours. absolute bioavailabili",CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1
Nintedanib,4.7,"the absolute bioavailability of nintedanib is low at approximately 4.7%, likely owing to substantial first-pass metaboli",COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
Olodaterol,1.0,olodaterol reaches maximum plasma concentrations generally within 10 to 20 minutes following drug inhalation. in healthy,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1
Vilanterol,27.3,vilanterol plasma levels may not predict therapeutic effects. following inhaled administration of vilanterol in healthy ,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O
Ivabradine,40.0,it is recommended to take ivabradine with food to reduce variability in systemic exposure. administration with food slow,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2
Pinaverium,1.0,"after oral administration, pinaverium is poorly absorbed (5-10%) followed by uptake by liver. poor absorption is due to ",COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC
Chlortetracycline,30.0,chortetracycline reaches peak plasma concentation in about 3 hours [a1424]. its oral bioavailability is 25-30%.,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
Quinagolide,4.0,"the absorption of quinagolide is rapid and extensive with 95% of the dose absorbed after oral ingestion, however the abs",CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21
Daclatasvir,67.0,studies demonstrated that peak plasma concentrations typically occurred within 2 hours after administration of multiple ,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C
Coenzyme M,58.0,"peak plasma concentrations were reached within 1.5-4 hours for free mesna, and 3-7 hours for total mesna following oral ",O=S(=O)(O)CCS
Medrogestone,100.0,"when administered, medrogestone presents a very rapid gastrointestinal absorption with a bioavailability of 100%. the ma",CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Brexpiprazole,95.0,"after a single-dose administration, the t<sub>max</sub> was four hours and the absolute oral bioavailability was 95%. br",O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1
Etizolam,93.0,etizolam is well absorbed from the intestines with a biological bioavailability of 93% following oral administration. af,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl
Dasabuvir,70.0,dasabuvir reaches peak plasma concentration 4 hours after administration [fda label]. the absolute bioavailability of da,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C
Moxisylyte,10.0,moxisylyte is rapidly absorbed after oral administration.[l1174] its pharmacokinetic profile is linear in the dose range,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
Loxoprofen,95.0,loxoprofen is rapidly and completely absorbed from the gi tract with a bioavailability of 95%.[l1268] the absorption pha,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
Tolfenamic acid,75.0,tolfenamic acid pharmacokinetic is marked by a short tmax of 0.94-2.04 h.[a31842] it also presented a linear pharmacokin,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
Nicorandil,75.0,"following oral administration, nicorandil is well absorbed from the gastrointestinal tract with the oral bioavailability",O=C(NCCO[N+](=O)[O-])c1cccnc1
Barnidipine,1.1,"following a single, modified-release dose of 10mg barnidipine, the peak plasma concentration was approximately 0.48 µg/l",COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1
Aranidipine,48.0,"after administration, aranidipine is rapidly absorbed from the gastrointestinal tract. after absorption, the auc and cma",COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
Cilnidipine,13.0,cilnidipine presents a very rapid absorption with a maximum peaked concentration after 2 hours. its distribution tends t,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1
Lacidipine,10.0,"since it is a highly lipophilic compound, lacidpine is rapidly absorbed from the gastrointestinal tract following oral a",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
Levamlodipine,90.0,oral levamlodipine has a t<sub>max</sub> of 6-12h and a bioavailability of 64-90%.[l10833] absorption of levamlodipine i,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl
Moxonidine,88.0,"90% of an oral dose is absorbed with negligible interference from food intake or first pass metabolism, resulting in a h",COc1nc(C)nc(Cl)c1NC1=NCCN1
Pirlindole,90.0,well absorbed with a bioavailability of 90% [l1390].,Cc1ccc2c(c1)c1c3n2CCNC3CCC1
Imidafenacin,57.8,the absolute oral bioavailability is 57.8% [a19796]. tmax is 1-3 h after administration.,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1
Strontium ranelate,25.0,the absolute bioavailability of strontium is about 25% (within a range of 19-27%) after an oral dose of 2 g strontium ra,N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2]
Sacubitril,60.0,"peak plasma concentrations of sacubitril and it's metabolite, lbq657 are reached in 0.5 hours and 2 hours respectively. ",CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O
Ombitasvir,48.0,ombitasvir reaches peak plasma concentration 5 hours after administration [fda label]. it has an absolute bioavailabilit,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C
Xylose,69.0,when 12 normal healthy subjects were given an intravenous d-xylose dosing of 10 grams and then an oral dose of 25 grams ,O=C[C@H](O)[C@@H](O)[C@H](O)CO
Methyl salicylate,100.0,approximately 12-20% of topically applied methyl salicylate may be systemically absorbed through intact skin within 10 h,COC(=O)c1ccccc1O
