canon,Y,bde_failed,BDE_min_all,BDE_2nd_all,BDE_3rd_all,BDE_mean_all,BDE_std_all,BDE_range_all,N_vuln_85_all,N_vuln_90_all,N_CH_all,BDE_min_frac_all,BDE_min_aliph,BDE_2nd_aliph,BDE_3rd_aliph,BDE_mean_aliph,BDE_std_aliph,BDE_range_aliph,N_vuln_85_aliph,N_vuln_90_aliph,N_CH_aliph,BDE_min_frac_aliph
C=CC(=O)Nc1ccccc1,31.63,False,108.63712310791016,109.70121002197266,111.02165985107422,110.57749938964844,1.2363371849060059,3.3479461669921875,0,0,5,0.9824523329734802,,,,,,,0,0,0,
C=CCOc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,83.18,False,81.29024505615234,86.55756378173828,90.39550018310547,103.39998626708984,11.002102851867676,34.132781982421875,1,2,15,0.7861726880073547,81.29024505615234,86.55756378173828,90.39550018310547,90.7781982421875,5.493984699249268,15.981300354003906,1,2,6,0.8954820036888123
C=CCc1ccccc1OCC(O)CNC(C)C,81.59,False,79.00696563720703,90.10456085205078,91.30538177490234,100.82968139648438,10.377760887145996,32.86543273925781,1,1,12,0.7835685610771179,79.00696563720703,90.10456085205078,91.30538177490234,91.6124267578125,6.555808067321777,20.993820190429688,1,1,6,0.862404465675354
CC,150.0,False,99.59117889404297,99.59117889404297,99.59117889404297,99.59117889404297,0.0,0.0,0,0,1,1.0,99.59117889404297,99.59117889404297,99.59117889404297,99.59117889404297,0.0,0.0,0,0,1,1.0
CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,15.49,False,78.26956939697266,84.32527160644531,90.3080825805664,103.0211181640625,12.084967613220215,34.41857147216797,2,2,12,0.7597429752349854,78.26956939697266,84.32527160644531,90.3080825805664,86.63076782226562,5.865132808685303,15.3505859375,2,2,4,0.9034846425056458
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,26.92,False,79.1349868774414,81.29087829589844,83.1390609741211,94.22290802001953,9.804558753967285,32.80747985839844,4,6,16,0.8398699164390564,79.1349868774414,81.29087829589844,83.1390609741211,90.38994598388672,6.308070182800293,18.679641723632812,4,6,13,0.8754844069480896
CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C)cc1,30.9,False,79.43463897705078,82.27301025390625,89.17495727539062,99.16148376464844,13.093060493469238,33.00389099121094,2,3,8,0.8010634183883667,79.43463897705078,82.27301025390625,89.17495727539062,87.00231170654297,6.834813117980957,17.6920166015625,2,3,4,0.9130175709724426
CC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,3.0,False,78.09237670898438,78.49820709228516,78.58879852294922,92.5901870727539,9.242431640625,33.139060974121094,9,14,34,0.8434195518493652,78.09237670898438,78.49820709228516,78.58879852294922,90.81405639648438,7.611332893371582,23.116905212402344,9,14,31,0.8599150776863098
CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCCO,12.3,False,93.14832305908203,94.88642120361328,97.003662109375,106.5206527709961,8.784167289733887,25.130645751953125,0,0,12,0.8744625449180603,93.14832305908203,94.88642120361328,97.003662109375,96.75093078613281,2.4587337970733643,6.4473114013671875,0,0,5,0.9627640843391418
CC(=O)Nc1ccc2ccn(-c3cc(NC4COC4)n4ncc(C#N)c4n3)c2c1,21.88,False,93.78226470947266,94.33695983886719,97.003662109375,108.91911315917969,9.379982948303223,24.255905151367188,0,0,10,0.8610267043113708,93.78226470947266,94.33695983886719,97.003662109375,95.04096221923828,1.4061921834945679,3.2213973999023438,0,0,3,0.9867562651634216
CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1,42.66,False,91.91486358642578,97.003662109375,111.37722778320312,112.0150375366211,8.758028984069824,27.877487182617188,0,0,11,0.8205582499504089,91.91486358642578,97.003662109375,97.003662109375,94.45925903320312,2.5443992614746094,5.088798522949219,0,0,2,0.973063588142395
CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,12.88,False,86.72079467773438,88.22061157226562,96.76790618896484,102.0160903930664,12.094347953796387,31.398460388183594,0,2,6,0.8500697612762451,86.72079467773438,88.22061157226562,96.76790618896484,90.56977081298828,4.425307750701904,10.047111511230469,0,2,3,0.9575026631355286
CC(=O)c1cc2ccc(O)cc2oc1=O,150.0,False,95.13385772705078,111.56108856201172,112.58123779296875,109.56489562988281,7.294775009155273,19.574249267578125,0,0,5,0.8682877421379089,95.13385772705078,95.13385772705078,95.13385772705078,95.13385772705078,0.0,0.0,0,0,1,1.0
CC(=O)c1cn(Cc2ccccc2)c(=O)n(Cc2ccc(F)cc2)c1=O,150.0,False,87.34365844726562,87.60020446777344,95.49854278564453,104.58865356445312,10.477538108825684,26.46764373779297,0,2,9,0.8351160287857056,87.34365844726562,87.60020446777344,95.49854278564453,90.1474609375,3.7852299213409424,8.154884338378906,0,2,3,0.9688975811004639
CC(=O)c1ncccc1NC(=O)[C@H]1CC[C@H](N2C(=O)[C@@H]3[C@@H]4CC[C@@H](C4)[C@@H]3C2=O)CC1,150.0,False,88.6057357788086,92.64852142333984,94.4626693725586,99.6632308959961,6.255608081817627,23.125717163085938,0,1,17,0.8890514373779297,88.6057357788086,92.64852142333984,94.4626693725586,96.1753158569336,3.373778820037842,14.654350280761719,0,1,12,0.9212939143180847
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,12.885,False,83.16574096679688,100.74523162841797,110.00982666015625,107.0687484741211,10.812089920043945,33.018096923828125,1,1,7,0.7767508625984192,83.16574096679688,100.74523162841797,100.74523162841797,91.95549011230469,8.789745330810547,17.579490661621094,1,1,2,0.9044129848480225
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,28.35,False,83.80118560791016,100.8746566772461,110.02332305908203,106.78680419921875,8.724140167236328,27.796218872070312,1,1,9,0.7847522497177124,83.80118560791016,100.8746566772461,100.8746566772461,92.33792114257812,8.536735534667969,17.073471069335938,1,1,2,0.9075489640235901
CC(C(=O)OC1CC[N+](C)(C)CC1)(c1ccccc1)N1CCC(F)(F)CC1,38.0,False,97.41827392578125,98.43513488769531,98.44469451904297,102.98475646972656,5.406151294708252,13.813163757324219,0,0,10,0.9459484815597534,97.41827392578125,98.43513488769531,98.44469451904297,99.5398941040039,1.477908730506897,4.344245910644531,0,0,7,0.978685736656189
CC(C(=O)O[C@@H]1CC[N+](C)(C)C1)(c1ccccc1)C1CCCC1,119.0,False,,,,,,,0,0,0,,,,,,,,0,0,0,
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,3.0,False,82.14154052734375,92.27558135986328,93.34227752685547,100.80007934570312,8.893647193908691,29.08989715576172,1,1,13,0.8148955702781677,82.14154052734375,92.27558135986328,93.34227752685547,94.605712890625,5.347260475158691,18.751853942871094,1,1,8,0.868251383304596
CC(C)(C)NC(=O)NCCN1CC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,3.31,False,90.2481460571289,91.97168731689453,93.41180419921875,99.71170806884766,9.249618530273438,24.454437255859375,0,0,7,0.9050907492637634,90.2481460571289,91.97168731689453,93.41180419921875,94.27488708496094,3.941908359527588,11.467674255371094,0,0,5,0.9572872519493103
CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,7.08,False,90.07014465332031,90.76419830322266,91.2967300415039,98.57891845703125,8.722392082214355,24.63243865966797,0,0,9,0.91368567943573,90.07014465332031,90.76419830322266,91.2967300415039,94.36856842041016,4.182734489440918,11.645675659179688,0,0,7,0.9544506669044495
CC(C)(C)NC(=O)NCCN1CCN(CC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,33.88,False,87.97111511230469,90.07014465332031,91.57410430908203,94.92813110351562,4.7441253662109375,13.744705200195312,0,1,9,0.9267128109931946,87.97111511230469,90.07014465332031,91.57410430908203,94.92813110351562,4.7441253662109375,13.744705200195312,0,1,9,0.9267128109931946
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,31.965000000000003,False,80.62097930908203,83.01319122314453,87.20492553710938,99.05207061767578,10.658257484436035,31.282684326171875,2,6,25,0.8139252066612244,80.62097930908203,83.01319122314453,87.20492553710938,90.3110122680664,5.111685276031494,21.146087646484375,2,6,14,0.8927037715911865
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,87.85,False,83.08226776123047,87.70247650146484,89.24483489990234,100.18387603759766,9.339241027832031,31.346107482910156,1,3,25,0.8292977809906006,83.08226776123047,87.70247650146484,89.24483489990234,93.70132446289062,4.324914455413818,18.684799194335938,1,3,16,0.886671245098114
CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,6.0,False,88.78185272216797,96.61679077148438,101.77176666259766,107.20378875732422,7.373649597167969,25.380569458007812,0,1,12,0.8281596302986145,88.78185272216797,96.61679077148438,101.77176666259766,95.72347259521484,5.340598106384277,12.989913940429688,0,1,3,0.927482545375824
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,77.285,False,90.98918914794922,91.4224624633789,92.60125732421875,95.1170654296875,3.579720973968506,9.002532958984375,0,0,6,0.956602156162262,90.98918914794922,91.4224624633789,92.60125732421875,95.1170654296875,3.579720973968506,9.002532958984375,0,0,6,0.956602156162262
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,12.0,False,82.03301239013672,83.38347625732422,91.06915283203125,98.73477935791016,12.374759674072266,31.1116943359375,2,2,7,0.830842137336731,82.03301239013672,83.38347625732422,91.06915283203125,89.11934661865234,7.161121368408203,17.958709716796875,2,2,4,0.9204849004745483
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,20.0,False,101.28670501708984,105.90960693359375,107.48950958251953,109.73604583740234,4.728296279907227,14.444854736328125,0,0,7,0.923003077507019,101.28670501708984,101.28670501708984,101.28670501708984,101.28670501708984,0.0,0.0,0,0,1,1.0
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,3.895,False,82.4991455078125,89.70356750488281,97.53227996826172,103.77543640136719,10.449103355407715,33.150901794433594,1,2,10,0.794977605342865,82.4991455078125,89.70356750488281,97.53227996826172,92.75543212890625,7.2475199699401855,18.787559509277344,1,2,4,0.889426589012146
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCOCC4)nn3c2)c1,4.195,False,83.59044647216797,91.88823699951172,95.72515106201172,103.92232513427734,10.077168464660645,32.059600830078125,1,1,10,0.8043550252914429,83.59044647216797,91.88823699951172,95.72515106201172,93.12263488769531,6.438390254974365,17.696258544921875,1,1,4,0.8976383209228516
CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,5.75,False,87.89202117919922,93.78253173828125,96.51690673828125,100.33904266357422,7.821285724639893,26.107009887695312,0,1,10,0.8759503960609436,87.89202117919922,93.78253173828125,96.51690673828125,95.71135711669922,3.581177234649658,11.545860290527344,0,1,7,0.9183029532432556
CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,47.955000000000005,False,80.83148193359375,92.04480743408203,93.6994400024414,107.90251159667969,9.14977741241455,37.385948181152344,1,1,19,0.7491158246994019,80.83148193359375,92.04480743408203,93.6994400024414,91.824462890625,7.1340413093566895,19.890647888183594,1,1,4,0.8802826404571533
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,60.885,False,82.14154052734375,92.27558135986328,93.34227752685547,100.69054412841797,8.832113265991211,29.08989715576172,1,1,13,0.8157820701599121,82.14154052734375,92.27558135986328,93.34227752685547,94.52893829345703,5.260128021240234,18.13762664794922,1,1,8,0.8689565658569336
CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,20.42,False,80.18621063232422,87.04763793945312,96.69493865966797,103.98554229736328,10.986560821533203,34.28047180175781,1,2,11,0.7711284756660461,80.18621063232422,87.04763793945312,96.69493865966797,91.06087493896484,7.933165550231934,20.128494262695312,1,2,4,0.8805781006813049
CC(C)(C)c1csc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)n1,150.0,False,91.54695892333984,91.55980682373047,91.83606719970703,98.71772003173828,7.729836940765381,26.013381958007812,0,0,11,0.9273609519004822,91.54695892333984,91.55980682373047,91.83606719970703,95.50709533691406,3.470093250274658,9.555435180664062,0,0,9,0.9585356712341309
CC(C)(CCCCCOCCc1ccccc1)NCCc1ccc(O)c2nc(O)sc12,93.03,False,88.79147338867188,89.79436492919922,91.91056060791016,100.07256317138672,8.474515914916992,24.50653839111328,0,2,15,0.8872709274291992,88.79147338867188,89.79436492919922,91.91056060791016,94.41979217529297,3.374669313430786,11.151687622070312,0,2,10,0.9403904676437378
CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,5.88,False,86.86705017089844,93.69890594482422,100.87027740478516,103.33035278320312,10.358226776123047,27.08911895751953,0,1,6,0.8406731486320496,86.86705017089844,93.69890594482422,100.87027740478516,93.81207275390625,5.717353343963623,14.003227233886719,0,1,3,0.9259687662124634
CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,37.0,False,81.43034362792969,82.98265075683594,89.129150390625,104.2150650024414,10.428890228271484,31.47504425048828,2,3,20,0.7813682556152344,81.43034362792969,82.98265075683594,89.129150390625,91.35957336425781,7.4655609130859375,21.93463897705078,2,3,7,0.8913170099258423
CC(C)(N)C(=O)N[C@H](COCc1ccc(F)cc1F)C(=O)N1CCC2=NN(CC(F)(F)F)C(=O)[C@]2(Cc2ccccn2)C1,15.49,False,83.10469818115234,85.0052490234375,86.04315185546875,100.20223236083984,11.460164070129395,33.683937072753906,1,4,16,0.8293697237968445,83.10469818115234,85.0052490234375,86.04315185546875,90.92803955078125,5.387820720672607,17.894119262695312,1,4,9,0.9139611721038818
CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,14.45,False,83.24088287353516,86.08853912353516,91.18437957763672,102.1222915649414,10.038737297058105,30.030685424804688,1,2,15,0.8151098489761353,83.24088287353516,86.08853912353516,91.18437957763672,93.86309814453125,6.504189968109131,19.527076721191406,1,2,8,0.8868328928947449
CC(C)(O)c1ccc(Nc2nc3ccc(C#N)cc3[nH]2)cc1,4.79,False,101.42389678955078,109.2087173461914,111.3486557006836,110.32763671875,4.258056163787842,12.090019226074219,0,0,6,0.9192972779273987,101.42389678955078,101.42389678955078,101.42389678955078,101.42389678955078,0.0,0.0,0,0,1,1.0
CC(C)=CCC[N+]12CCC(CC1)[C@@H](OC(=O)[C@](C)(c1ccccc1)N1CCCCC1)C2,101.0,False,82.88082122802734,87.24864196777344,93.67687225341797,99.38880920410156,7.623804092407227,28.350616455078125,1,2,16,0.8339049816131592,82.88082122802734,87.24864196777344,93.67687225341797,95.89644622802734,5.2196550369262695,17.748977661132812,1,2,12,0.8642741441726685
CC(C)C(=O)Nc1nc(-c2ccccn2)cc2ccccc12,61.66,False,87.89432525634766,101.16230773925781,105.80673217773438,108.09648895263672,7.243841171264648,25.401885986328125,0,1,11,0.8131098747253418,87.89432525634766,101.16230773925781,101.16230773925781,94.5283203125,6.633991241455078,13.267982482910156,0,1,2,0.9298200011253357
CC(C)CCOc1ccc(N)cc1,150.0,False,93.93761444091797,94.32207489013672,98.15741729736328,101.77392578125,7.48968505859375,18.465850830078125,0,0,6,0.9230027794837952,93.93761444091797,94.32207489013672,98.15741729736328,96.72052001953125,2.719499349594116,6.5273590087890625,0,0,4,0.9712273478507996
CC(C)CNc1nc(N2CCN(CC3CCCOC3)CC2)ncc1C(=O)NCc1ccccc1,89.13,False,81.01922607421875,90.8453598022461,91.69578552246094,97.59843444824219,7.905144691467285,30.21221160888672,1,1,16,0.8301283121109009,81.01922607421875,90.8453598022461,91.69578552246094,94.51406860351562,5.115270137786865,21.73310089111328,1,1,13,0.8572186827659607
CC(C)COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,150.0,False,86.55756378173828,90.39550018310547,93.55408477783203,103.04874420166016,9.593680381774902,28.865463256835938,0,1,15,0.8399671912193298,86.55756378173828,90.39550018310547,93.55408477783203,94.57487487792969,4.145528793334961,14.480140686035156,0,1,8,0.9152278900146484
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,13.49,False,86.7335433959961,90.50279998779297,91.70655059814453,99.43900299072266,8.984352111816406,24.497894287109375,0,1,9,0.8722286224365234,86.7335433959961,90.50279998779297,91.70655059814453,93.66064453125,4.571135997772217,13.566665649414062,0,1,6,0.9260404109954834
CC(C)C[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,20.42,False,86.7335433959961,90.50279998779297,91.70655059814453,99.43900299072266,8.984352111816406,24.497894287109375,0,1,9,0.8722286224365234,86.7335433959961,90.50279998779297,91.70655059814453,93.66064453125,4.571135997772217,13.566665649414062,0,1,6,0.9260404109954834
CC(C)C[C@H](CO)Nc1nc(S[C@@H](C)c2ccccc2F)nc2nc(N)sc12,30.9,False,87.04500579833984,90.50279998779297,91.70655059814453,100.8438949584961,9.160429954528809,26.480209350585938,0,1,11,0.8631658554077148,87.04500579833984,90.50279998779297,91.70655059814453,94.5143051147461,4.600237846374512,13.255203247070312,0,1,7,0.9209717512130737
CC(C)C[C@H](N)C(=O)NC[C@H](O)C[C@@H](N)CC(=O)NN(C)CC(=O)O,3.0,False,82.30779266357422,88.43389129638672,89.40437316894531,93.01409912109375,4.85288143157959,18.093284606933594,1,3,11,0.8848958611488342,82.30779266357422,88.43389129638672,89.40437316894531,93.01409912109375,4.85288143157959,18.093284606933594,1,3,11,0.8848958611488342
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,33.88,False,89.2364730834961,90.42914581298828,91.27305603027344,100.10792541503906,9.233352661132812,28.71070098876953,0,1,16,0.8914026618003845,89.2364730834961,90.42914581298828,91.27305603027344,94.46251678466797,3.545024871826172,11.042701721191406,0,1,11,0.9446759819984436
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,26.92,False,89.2364730834961,90.42914581298828,91.27305603027344,98.75200653076172,7.840651035308838,25.2027587890625,0,1,15,0.9036421179771423,89.2364730834961,90.42914581298828,91.27305603027344,94.47761535644531,3.543126106262207,11.042701721191406,0,1,11,0.9445250630378723
CC(C)N(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,99.0,False,88.79147338867188,88.88472747802734,90.3558120727539,99.0103530883789,9.046173095703125,23.710105895996094,0,2,15,0.8967897891998291,88.79147338867188,88.88472747802734,90.3558120727539,92.87678527832031,3.111987829208374,11.004325866699219,0,2,10,0.9560136198997498
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,28.18,False,86.65670013427734,90.00536346435547,92.18138885498047,101.7251205444336,9.654438018798828,26.260971069335938,0,1,11,0.8518711924552917,86.65670013427734,90.00536346435547,92.18138885498047,93.47394561767578,4.541730880737305,12.783538818359375,0,1,6,0.9270679354667664
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,9.07,False,81.37748718261719,90.17716217041016,92.04671478271484,106.0191650390625,11.837459564208984,36.41188049316406,1,1,14,0.767573356628418,81.37748718261719,90.17716217041016,92.04671478271484,91.0657958984375,5.7834014892578125,18.06275177001953,1,1,5,0.8936119675636292
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,7.5,False,88.49495697021484,90.10456085205078,91.30538177490234,98.4502182006836,7.851314544677734,22.573745727539062,0,1,12,0.8988802433013916,88.49495697021484,90.10456085205078,91.30538177490234,93.33030700683594,3.4021413326263428,11.505828857421875,0,1,8,0.9481909871101379
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,25.12,False,82.85782623291016,90.10456085205078,91.30538177490234,96.59053802490234,7.910350322723389,28.410934448242188,1,1,12,0.857825517654419,82.85782623291016,90.10456085205078,91.30538177490234,93.69571685791016,4.979973316192627,18.682647705078125,1,1,10,0.8843288421630859
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,3.0,False,80.04737854003906,83.14595031738281,87.57524108886719,95.55705261230469,9.807486534118652,32.653419494628906,2,5,13,0.8376920223236084,80.04737854003906,83.14595031738281,87.57524108886719,91.21395111083984,6.422918319702148,20.25794219970703,2,5,10,0.8775782585144043
CC(C)Nc1nc(NCc2ccccc2)c2sccc2n1,144.54,False,80.08331298828125,91.91043853759766,101.17179107666016,104.67098236083984,11.936171531677246,35.58478546142578,1,1,8,0.7650956511497498,80.08331298828125,91.91043853759766,101.17179107666016,91.05517578125,8.630549430847168,21.088478088378906,1,1,3,0.8795031309127808
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,54.0,False,97.12409210205078,101.5634765625,101.8083267211914,106.35247802734375,5.62102746963501,15.966567993164062,0,0,7,0.9132282733917236,97.12409210205078,101.5634765625,101.8083267211914,100.1653060913086,2.1527795791625977,4.684234619140625,0,0,3,0.9696380496025085
CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,87.1,False,86.55756378173828,90.39550018310547,93.55408477783203,103.44058990478516,9.781832695007324,28.865463256835938,0,1,14,0.8367853164672852,86.55756378173828,90.39550018310547,93.55408477783203,94.24005889892578,4.488621234893799,15.138252258300781,0,1,7,0.9184795022010803
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,109.65,False,94.3374252319336,101.63591766357422,110.77965545654297,108.88390350341797,6.17395544052124,19.918846130371094,0,0,9,0.8664037585258484,94.3374252319336,101.63591766357422,101.63591766357422,97.9866714477539,3.6492462158203125,7.298492431640625,0,0,2,0.9627577066421509
CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,20.89,False,94.46546173095703,99.79271697998047,106.04483032226562,107.3209228515625,6.31303596496582,18.038902282714844,0,0,8,0.8802147507667542,94.46546173095703,99.79271697998047,99.79271697998047,97.12908935546875,2.6636276245117188,5.3272552490234375,0,0,2,0.9725764393806458
CC(C)[C@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1,12.02,False,84.91678619384766,93.72928619384766,99.92764282226562,104.7560806274414,11.250295639038086,33.151084899902344,1,1,7,0.8106144070625305,84.91678619384766,93.72928619384766,99.92764282226562,92.85790252685547,6.159054756164551,15.010856628417969,1,1,3,0.914480984210968
